ordinal,id,ship_name,rarity,nation,type,health,firepower,aa,torpedo,evasion,air_power,fuel_consumption,reload,armor,speed,asw,oxygen,ammo,slot_1_modifier,slot_1_equipment,slot_1_effective,slot_2_modifier,slot_2_equipment,slot_2_effective,slot_3_modifier,slot_3_equipment,slot_3_effective
173,120,Shropshire,rare/elite,Royal Navy,CA,3049.0,190.0,181.0,187.0,22.0,0.0,10.0,139.0,Light,25.0,0.0,0.0,0.0,1.45,CA Main Guns,275.5,1.6,Torpedoes,299.2,1.0,Anti-Air Guns,181.0
174,121,Kent,rare/elite,Royal Navy,CA,3090.0,190.0,181.0,187.0,21.0,0.0,10.0,139.0,Light,25.0,0.0,0.0,0.0,1.45,CA Main Guns,275.5,1.6,Torpedoes,299.2,1.0,Anti-Air Guns,181.0
175,122,Suffolk,rare/elite,Royal Navy,CA,3074.0,190.0,181.0,187.0,21.0,0.0,10.0,139.0,Light,25.0,0.0,0.0,0.0,1.6,CA Main Guns,304.0,1.65,Torpedoes,308.55,1.0,Anti-Air Guns,181.0
176,123,Norfolk,rare/elite,Royal Navy,CA,4126.0,154.0,210.0,123.0,24.0,0.0,10.0,139.0,Medium,25.0,0.0,0.0,0.0,1.25,CA Main Guns,192.5,1.6,Torpedoes,196.8,1.2,Anti-Air Guns,252.0
177,124,Dorsetshire,rare/elite,Royal Navy,CA,4246.0,159.0,217.0,213.0,24.0,0.0,10.0,144.0,Medium,25.0,0.0,0.0,0.0,1.25,CA Main Guns,198.75,1.5,Torpedoes,319.5,1.2,Anti-Air Guns,260.4
178,125,York,rare/elite,Royal Navy,CA,3253.0,196.0,211.0,168.0,23.0,0.0,11.0,153.0,Medium,32.0,0.0,0.0,0.0,1.55,CA Main Guns,303.8,1.65,Torpedoes,277.2,1.05,Anti-Air Guns,221.55
179,126,Exeter,rare/elite,Royal Navy,CA,3279.0,196.0,211.0,168.0,23.0,0.0,11.0,153.0,Medium,25.0,0.0,0.0,0.0,1.45,CA Main Guns,284.2,1.65,Torpedoes,277.2,1.15,Anti-Air Guns,242.64999999999998
180,190,Furutaka,common,Sakura Empire,CA,3043.0,187.0,140.0,165.0,33.0,0.0,9.0,142.0,Medium,31.0,0.0,0.0,0.0,1.3,CA Main Guns,243.1,1.8,Torpedoes,297.0,1.05,Anti-Air Guns,147.0
181,191,Kako,common,Sakura Empire,CA,3043.0,187.0,140.0,165.0,33.0,0.0,9.0,142.0,Medium,31.0,0.0,0.0,0.0,1.3,CA Main Guns,243.1,1.8,Torpedoes,297.0,1.05,Anti-Air Guns,147.0
182,192,Aoba,common,Sakura Empire,CA,3108.0,187.0,145.0,165.0,34.0,0.0,9.0,142.0,Medium,32.0,0.0,0.0,0.0,1.3,CA Main Guns,243.1,1.65,Torpedoes,272.25,1.0,Anti-Air Guns,145.0
183,193,Kinugasa,common,Sakura Empire,CA,3108.0,187.0,145.0,165.0,34.0,0.0,9.0,142.0,Medium,32.0,0.0,0.0,0.0,1.3,CA Main Guns,243.1,1.65,Torpedoes,272.25,1.0,Anti-Air Guns,145.0
184,196,Myoukou,rare/elite,Sakura Empire,CA,4746.0,171.0,168.0,130.0,36.0,0.0,10.0,142.0,Medium,32.0,0.0,0.0,0.0,1.3,CA Main Guns,222.3,1.65,Torpedoes,214.5,1.0,Anti-Air Guns,168.0
185,197,Nachi,rare/elite,Sakura Empire,CA,4746.0,171.0,168.0,130.0,36.0,0.0,10.0,142.0,Medium,32.0,0.0,0.0,0.0,1.3,CA Main Guns,222.3,1.65,Torpedoes,214.5,1.0,Anti-Air Guns,168.0
186,198,Ashigara,rare/elite,Sakura Empire,CA,3783.0,203.0,148.0,194.0,33.0,0.0,11.0,146.0,Medium,28.0,0.0,0.0,0.0,1.3,CA Main Guns,263.90000000000003,1.65,Torpedoes,320.09999999999997,1.0,Anti-Air Guns,148.0
187,200,Takao,super rare,Sakura Empire,CA,3818.0,236.0,155.0,213.0,33.0,0.0,12.0,152.0,Medium,31.0,0.0,0.0,0.0,1.25,CA Main Guns,295.0,1.75,Torpedoes,372.75,1.0,Anti-Air Guns,155.0
188,201,Atago,super rare,Sakura Empire,CA,3818.0,236.0,155.0,213.0,33.0,0.0,12.0,152.0,Medium,31.0,0.0,0.0,0.0,1.35,CA Main Guns,318.6,1.7,Torpedoes,362.09999999999997,1.0,Anti-Air Guns,155.0
189,202,Maya,super rare,Sakura Empire,CA,3818.0,236.0,155.0,213.0,33.0,0.0,12.0,152.0,Medium,31.0,0.0,0.0,0.0,1.25,CA Main Guns,295.0,1.7,Torpedoes,362.09999999999997,1.2,Anti-Air Guns,186.0
190,203,Choukai,super rare,Sakura Empire,CA,3818.0,228.0,155.0,192.0,33.0,0.0,12.0,152.0,Medium,31.0,0.0,0.0,0.0,1.25,CA Main Guns,285.0,1.3,Torpedoes,249.60000000000002,1.1,Anti-Air Guns,170.5
191,242,Admiral Hipper,rare/elite,Ironblood,CA,4518.0,218.0,164.0,165.0,23.0,0.0,11.0,153.0,Medium,25.0,0.0,0.0,0.0,1.3,CA Main Guns,283.40000000000003,1.6,Torpedoes,264.0,1.0,Anti-Air Guns,164.0
192,244,Prinz Eugen,super rare,Ironblood,CA,5683.0,196.0,178.0,133.0,24.0,0.0,12.0,159.0,Medium,25.0,0.0,0.0,0.0,1.25,CA Main Guns,245.0,1.6,Torpedoes,212.8,1.2,Anti-Air Guns,213.6
193,245,Deutschland,rare/elite,Ironblood,CA,3571.0,265.0,134.0,191.0,18.0,0.0,11.0,153.0,Medium,22.0,0.0,0.0,0.0,1.4,CA Main Guns,371.0,1.3,Torpedoes,248.3,1.0,Anti-Air Guns,134.0
194,246,Admiral Graf Spee,rare/elite,Ironblood,CA,3877.0,261.0,134.0,188.0,18.0,0.0,11.0,152.0,Medium,22.0,0.0,0.0,0.0,1.4,CA Main Guns,365.4,1.3,Torpedoes,244.4,1.0,Anti-Air Guns,134.0
195,337,Sussex,rare/elite,Royal Navy,CA,3049.0,176.0,222.0,187.0,22.0,0.0,10.0,139.0,Light,25.0,0.0,0.0,0.0,1.45,CA Main Guns,255.2,1.6,Torpedoes,299.2,1.0,Anti-Air Guns,222.0
196,364,Minneapolis,super rare,Eagle Union,CA,3707.0,225.0,216.0,0.0,24.0,0.0,12.0,159.0,Medium,26.0,0.0,0.0,0.0,1.25,CA Main Guns,281.25,0.7,DD Main Guns,157.5,1.25,Anti-Air Guns,270.0
197,9001,Tone,,Sakura Empire,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,0.0,0.0,0.0,0.0,0.0,CA Main Guns,0.0,0.0,Torpedoes,0.0,0.0,Anti-Air Guns,0.0
198,9002,Chikuma,,Sakura Empire,CA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Medium,0.0,0.0,0.0,0.0,0.0,CA Main Guns,0.0,0.0,Torpedoes,0.0,0.0,Anti-Air Guns,0.0
279,002,Noire,rare/elite,Neptunia,CA,3387.0,206.0,155.0,173.0,30.0,0.0,11.0,144.0,Medium,27.0,0.0,0.0,0.0,1.25,CA Main Guns,257.5,1.65,Torpedoes,285.45,1.1,Anti-Air Guns,170.5
283,006,Black Heart,super rare,Neptunia,CA,3610.0,218.0,168.0,190.0,33.0,0.0,12.0,148.0,Medium,27.0,0.0,0.0,0.0,1.3,CA Main Guns,283.40000000000003,1.65,Torpedoes,313.5,1.1,Anti-Air Guns,184.8
286,031,Kuon,super rare,Utawarerumono,CA,3662.0,206.0,153.0,172.0,28.0,0.0,12.0,140.0,Medium,28.0,0.0,0.0,0.0,1.1,CA Main Guns,226.60000000000002,1.05,Torpedoes,180.6,0.75,Anti-Air Guns,114.75
296,Plan003,Ibuki,super rare,Sakura Empire,CA,4260.0,236.0,169.0,254.0,41.0,0.0,13.0,163.0,Medium,28.0,0.0,0.0,0.0,1.4,CA Main Guns,330.4,1.85,Torpedoes,469.90000000000003,1.1,Anti-Air Guns,185.9
298,Plan005,Roon,super rare,Ironblood,CA,5382.0,248.0,202.0,187.0,39.0,0.0,13.0,149.0,Medium,26.0,0.0,0.0,0.0,1.3,CA Main Guns,322.40000000000003,1.1,Torpedoes,205.70000000000002,1.1,Anti-Air Guns,222.20000000000002
299,Plan006,Saint Louis,super rare,Iris Libre,CA,4876.0,242.0,216.0,196.0,42.0,0.0,13.0,165.0,Medium,26.0,0.0,0.0,0.0,1.3,CA Main Guns,314.6,1.2,Torpedoes,235.2,1.25,Anti-Air Guns,270.0
305,3044,Portland,rare/elite,Eagle Union,CA,4866.0,208.0,228.0,0.0,45.0,0.0,10.0,148.0,Medium,26.0,0.0,0.0,0.0,1.15,CA Main Guns,239.2,0.65,DD Main Guns,135.20000000000002,1.35,Anti-Air Guns,307.8
324,3122,Suffolk,rare/elite,Royal Navy,CA,3354.0,245.0,181.0,217.0,21.0,0.0,10.0,144.0,Light,25.0,0.0,0.0,0.0,1.6,CA Main Guns,392.0,1.65,Torpedoes,358.04999999999995,1.0,Anti-Air Guns,181.0
325,3125,York,rare/elite,Royal Navy,CA,3493.0,256.0,226.0,168.0,43.0,0.0,11.0,168.0,Medium,25.0,0.0,0.0,0.0,1.55,CA Main Guns,396.8,1.65,Torpedoes,277.2,1.05,Anti-Air Guns,237.3
326,3126,Exeter,rare/elite,Royal Navy,CA,3519.0,236.0,226.0,168.0,23.0,0.0,11.0,168.0,Medium,25.0,0.0,0.0,0.0,1.45,CA Main Guns,342.2,1.65,Torpedoes,277.2,1.15,Anti-Air Guns,259.9
333,3190,Furutaka,common,Sakura Empire,CA,3323.0,217.0,155.0,210.0,33.0,0.0,9.0,147.0,Medium,31.0,0.0,0.0,0.0,1.3,CA Main Guns,282.1,1.8,Torpedoes,378.0,1.05,Anti-Air Guns,162.75
334,3191,Kako,common,Sakura Empire,CA,3323.0,217.0,155.0,210.0,33.0,0.0,9.0,147.0,Medium,31.0,0.0,0.0,0.0,1.3,CA Main Guns,282.1,1.8,Torpedoes,378.0,1.05,Anti-Air Guns,162.75
