ordinal,id,ship_name,rarity,nation,type,health,firepower,aa,torpedo,evasion,air_power,fuel_consumption,reload,armor,speed,asw,oxygen,ammo,slot_1_modifier,slot_1_equipment,slot_1_effective,slot_2_modifier,slot_2_equipment,slot_2_effective,slot_3_modifier,slot_3_equipment,slot_3_effective
154,360,Memphis,rare/elite,Eagle Union,CL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Light,0.0,0.0,0.0,0.0,1.25,CL Main Guns,0.0,1.55,Torpedoes,0.0,1.25,Anti-Air Guns,0.0
155,361,Newcastle,rare/elite,Royal Navy,CL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Light,32.0,0.0,0.0,0.0,1.55,CL Main Guns,0.0,1.25,Torpedoes,0.0,1.45,Anti-Air Guns,0.0
156,366,Concord,rare/elite,Eagle Union,CL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Light,35.0,0.0,0.0,0.0,1.25,CL Main Guns,0.0,1.5,Torpedoes,0.0,1.3,Anti-Air Guns,0.0
157,371,Sirius,super rare,Royal Navy,CL,3343.0,131.0,344.0,140.0,73.0,0.0,11.0,158.0,Light,32.0,146.0,0.0,0.0,1.3,DD/CL Main Guns,170.3,1.3,Torpedoes,182.0,1.3,Anti-Air Guns,447.2
158,372,Curacoa,rare/elite,Royal Navy,CL,2638.0,116.0,134.0,0.0,68.0,0.0,9.0,159.0,Light,29.0,46.0,0.0,0.0,1.15,DD/CL Main Guns,133.39999999999998,0.8,Anti-Air Guns,107.2,0.8,Anti-Air Guns,107.2
159,373,Curlew,rare/elite,Royal Navy,CL,2468.0,111.0,155.0,0.0,68.0,0.0,9.0,165.0,Light,29.0,46.0,0.0,0.0,1.15,DD/CL Main Guns,127.64999999999999,0.8,Anti-Air Guns,124.0,0.8,Anti-Air Guns,124.0
278,001,HDN Neptune,rare/elite,Neptunia,CL,3041.0,133.0,266.0,254.0,73.0,0.0,10.0,149.0,Light,31.0,108.0,0.0,0.0,1.4,CL Main Guns,186.2,1.5,Torpedoes,381.0,1.0,Anti-Air Guns,266.0
282,005,Purple Heart,super rare,Neptunia,CL,3293.0,145.0,276.0,273.0,76.0,0.0,11.0,156.0,Light,31.0,113.0,0.0,0.0,1.45,CL Main Guns,210.25,1.5,Torpedoes,409.5,1.0,Anti-Air Guns,276.0
288,033,Rurutie,super rare,Utawarerumono,CL,3618.0,131.0,240.0,216.0,80.0,0.0,11.0,148.0,Light,32.0,93.0,0.0,0.0,1.1,CL Main Guns,144.10000000000002,1.4,Torpedoes,302.4,0.6,Anti-Air Guns,144.0
294,Plan001,HMS Neptune,super rare,Royal Navy,CL,4215.0,149.0,317.0,312.0,73.0,0.0,12.0,142.0,Light,33.0,0.0,0.0,0.0,1.5,CL Main Guns,223.5,1.6,Torpedoes,499.20000000000005,1.0,Anti-Air Guns,317.0
304,3036,San Diego,super rare,Eagle Union,CL,3578.0,164.0,516.0,146.0,73.0,0.0,11.0,185.0,Light,32.0,181.0,0.0,0.0,1.15,DD/CL Main Guns,188.6,1.35,Torpedoes,197.10000000000002,1.85,Anti-Air Guns,954.6
321,3104,Leander,common,Royal Navy,CL,3126.0,177.0,284.0,271.0,77.0,0.0,8.0,154.0,Light,32.0,110.0,0.0,0.0,1.35,CL Main Guns,238.95000000000002,1.65,Torpedoes,447.15,1.3,Anti-Air Guns,369.2
322,3105,Achilles,rare/elite,Royal Navy,CL,2872.0,192.0,259.0,321.0,73.0,0.0,9.0,157.0,Light,32.0,113.0,0.0,0.0,1.6,CL Main Guns,307.20000000000005,1.6,Torpedoes,513.6,1.0,Anti-Air Guns,259.0
323,3106,Ajax,rare/elite,Royal Navy,CL,2872.0,192.0,259.0,321.0,73.0,0.0,9.0,157.0,Light,32.0,113.0,0.0,0.0,1.6,CL Main Guns,307.20000000000005,1.6,Torpedoes,513.6,1.0,Anti-Air Guns,259.0
331,3187,Abukuma,common,Sakura Empire,CL,2787.0,142.0,243.0,309.0,80.0,0.0,8.0,155.0,Light,36.0,81.0,0.0,0.0,1.15,CL Main Guns,163.29999999999998,1.75,Torpedoes,540.75,1.25,Anti-Air Guns,303.75
332,3188,Mogami,rare/elite,Sakura Empire,CL,4141.0,234.0,208.0,177.0,34.0,0.0,11.0,164.0,Medium,28.0,0.0,0.0,0.0,1.25,CL Main Guns (CA on retrofit),292.5,1.6,Torpedoes,283.2,1.05,Anti-Air Guns,218.4
343,3239,Karlsruhe,common,Ironblood,CL,3229.0,153.0,310.0,284.0,76.0,0.0,8.0,157.0,Light,32.0,76.0,0.0,0.0,1.2,CL Main Guns,183.6,1.7,Torpedoes,482.8,1.35,Anti-Air Guns,418.5
344,3258,Ning Hai,rare/elite,Eastern Radiance,CL,1996.0,182.0,269.0,203.0,102.0,0.0,10.0,164.0,Light,23.0,66.0,0.0,0.0,1.45,CL Main Guns,263.9,1.55,Torpedoes,314.65000000000003,1.35,Anti-Air Guns,363.15000000000003
345,3259,Ping Hai,rare/elite,Eastern Radiance,CL,1967.0,182.0,239.0,203.0,99.0,0.0,10.0,164.0,Light,21.0,66.0,0.0,0.0,1.45,CL Main Guns,263.9,1.55,Torpedoes,314.65000000000003,1.35,Anti-Air Guns,322.65000000000003
351,3308,Sendai,rare/elite,Sakura Empire,CL,2483.0,150.0,241.0,363.0,75.0,0.0,9.0,166.0,Light,35.0,94.0,0.0,0.0,1.25,CL Main Guns,187.5,1.8,Torpedoes,653.4,1.15,Anti-Air Guns,277.15
352,3309,Jintsuu,rare/elite,Sakura Empire,CL,2550.0,155.0,264.0,373.0,75.0,0.0,10.0,172.0,Light,35.0,87.0,0.0,0.0,1.25,CL Main Guns,193.75,1.8,Torpedoes,671.4,1.15,Anti-Air Guns,303.59999999999997
357,3361,Newcastle,rare/elite,Royal Navy,CL,3533.0,156.0,347.0,250.0,76.0,0.0,9.0,171.0,Light,32.0,74.0,0.0,0.0,1.55,CL Main Guns,241.8,1.25,Torpedoes,312.5,1.45,Anti-Air Guns,503.15
