ordinal,id,ship_name,rarity,nation,type,health,firepower,aa,torpedo,evasion,air_power,fuel_consumption,reload,armor,speed,asw,oxygen,ammo,slot_1_modifier,slot_1_equipment,slot_1_effective,slot_2_modifier,slot_2_equipment,slot_2_effective,slot_3_modifier,slot_3_equipment,slot_3_effective
216,136,Duke of York,super rare,Royal Navy,BB,6897.0,385.0,196.0,0.0,18.0,0.0,15.0,133.0,Heavy,28.0,0.0,0.0,0.0,1.35,BB Main Guns,519.75,2.0,DD/CL Main Guns,770.0,1.0,Anti-Air Guns,196.0
217,208,Fusou,rare/elite,Sakura Empire,BB,5911.0,349.0,193.0,0.0,13.0,0.0,13.0,120.0,Heavy,23.0,0.0,0.0,0.0,1.65,BB Main Guns,575.85,2.0,DD/CL Main Guns (Seaplane on retrofit),698.0,0.85,Anti-Air Guns,164.04999999999998
218,209,Yamashiro,rare/elite,Sakura Empire,BB,6246.0,349.0,193.0,0.0,13.0,0.0,13.0,120.0,Heavy,23.0,0.0,0.0,0.0,1.65,BB Main Guns,575.85,2.0,DD/CL Main Guns (Seaplane on retrofit),698.0,0.85,Anti-Air Guns,164.04999999999998
219,210,Ise,rare/elite,Sakura Empire,BB,6105.0,357.0,200.0,0.0,13.0,0.0,13.0,123.0,Heavy,23.0,0.0,0.0,0.0,1.8,BB Main Guns,642.6,1.8,DD/CL Main Guns (Seaplane on retrofit),642.6,0.95,Anti-Air Guns,190.0
220,211,Hyuuga,rare/elite,Sakura Empire,BB,6105.0,357.0,200.0,0.0,13.0,0.0,13.0,123.0,Heavy,23.0,0.0,0.0,0.0,1.75,BB Main Guns,624.75,2.0,DD/CL Main Guns (Seaplane on retrofit),714.0,0.95,Anti-Air Guns,190.0
221,212,Nagato,super rare,Sakura Empire,BB,6955.0,377.0,159.0,0.0,18.0,0.0,15.0,127.0,Heavy,25.0,0.0,0.0,0.0,1.35,BB Main Guns,508.95000000000005,2.1,DD/CL Main Guns,791.7,1.0,Anti-Air Guns,159.0
222,213,Mutsu,rare/elite,Sakura Empire,BB,6766.0,368.0,161.0,0.0,16.0,0.0,14.0,126.0,Heavy,25.0,0.0,0.0,0.0,1.3,BB Main Guns,478.40000000000003,2.1,DD/CL Main Guns,772.8000000000001,1.0,Anti-Air Guns,161.0
223,250,Bismarck,,Ironblood,BB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heavy,0.0,0.0,0.0,0.0,0.0,BB Main Guns,0.0,0.0,DD/CL Main Guns,0.0,0.0,Anti-Air Guns,0.0
224,251,Tirpitz,super rare,Ironblood,BB,7637.0,387.0,181.0,188.0,21.0,0.0,15.0,130.0,Heavy,30.0,0.0,0.0,0.0,1.3,BB Main Guns,503.1,2.0,DD/CL Main Guns,774.0,0.9,Anti-Air Guns,162.9
225,320,Mikasa,super rare,Sakura Empire,BB,4572.0,296.0,150.0,0.0,8.0,0.0,14.0,142.0,Heavy,18.0,0.0,0.0,0.0,1.3,BB Main Guns,384.8,1.5,DD/CL Main Guns,444.0,1.5,DD Main Guns,444.0
226,353,Jean Bart,super rare,Vichya Dominion,BB,6897.0,378.0,210.0,0.0,23.0,0.0,15.0,156.0,Heavy,32.0,0.0,0.0,0.0,1.6,BB Main Guns,604.8000000000001,2.0,DD/CL Main Guns,756.0,0.7,Anti-Air Guns,147.0
227,354,Massachusetts,super rare,Eagle Union,BB,6738.0,379.0,368.0,0.0,18.0,0.0,15.0,136.0,Heavy,27.0,0.0,0.0,0.0,1.3,BB Main Guns,492.7,2.0,DD Main Guns,758.0,1.0,Anti-Air Guns,368.0
228,368,Kaga (Battleship),super rare,Sakura Empire,BB,7115.0,381.0,162.0,188.0,20.0,0.0,15.0,130.0,Heavy,26.0,0.0,0.0,0.0,1.35,BB Main Guns,514.35,2.0,DD/CL Main Guns,762.0,0.9,Anti-Air Guns,145.8
229,9004,Richelieu,,Iris Libre,BB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heavy,0.0,0.0,0.0,0.0,0.0,BB Main Guns,0.0,0.0,DD/CL Main Guns,0.0,0.0,Anti-Air Guns,0.0
295,Plan002,Monarch,super rare,Royal Navy,BB,6897.0,388.0,200.0,0.0,18.0,0.0,16.0,146.0,Heavy,28.0,0.0,0.0,0.0,1.45,BB Main Guns,562.6,2.1,DD/CL Main Guns,814.8000000000001,1.1,Anti-Air Guns,220.00000000000003
297,Plan004,Izumo,super rare,Sakura Empire,BB,7356.0,391.0,206.0,0.0,18.0,0.0,16.0,127.0,Heavy,28.0,0.0,0.0,0.0,1.4,BB Main Guns,547.4,2.1,DD/CL Main Guns,821.1,0.8,Anti-Air Guns,164.8
306,3052,Nevada,common,Eagle Union,BB,6200.0,348.0,215.0,0.0,11.0,0.0,12.0,135.0,Heavy,20.0,0.0,0.0,0.0,1.35,BB Main Guns,469.8,2.15,DD Main Guns,748.1999999999999,1.0,Anti-Air Guns,215.0
307,3053,Oklahoma,common,Eagle Union,BB,6200.0,348.0,220.0,0.0,11.0,0.0,12.0,135.0,Heavy,20.0,0.0,0.0,0.0,1.35,BB Main Guns,469.8,2.15,DD Main Guns,748.1999999999999,1.0,Anti-Air Guns,220.0
327,3131,Warspite,super rare,Royal Navy,BB,6950.0,416.0,261.0,0.0,15.0,0.0,15.0,158.0,Heavy,24.0,0.0,0.0,0.0,1.4,BB Main Guns,582.4,2.0,DD/CL Main Guns,832.0,1.15,Anti-Air Guns,300.15
335,3208,Fusou,rare/elite,Sakura Empire,BB,6261.0,352.0,268.0,0.0,13.0,151.0,13.0,118.0,Heavy,23.0,0.0,0.0,0.0,1.65,BB Main Guns,580.8,2.0,DD/CL Main Guns (Seaplane on retrofit),704.0,0.85,Anti-Air Guns,227.79999999999998
336,3209,Yamashiro,rare/elite,Sakura Empire,BB,6596.0,352.0,268.0,0.0,13.0,151.0,13.0,118.0,Heavy,23.0,0.0,0.0,0.0,1.65,BB Main Guns,580.8,2.0,DD/CL Main Guns (Seaplane on retrofit),704.0,0.85,Anti-Air Guns,227.79999999999998
337,3210,Ise,rare/elite,Sakura Empire,BB,6205.0,351.0,337.0,0.0,13.0,241.0,13.0,115.0,Heavy,23.0,0.0,0.0,0.0,1.8,BB Main Guns,631.8000000000001,1.8,DD/CL Main Guns (Seaplane on retrofit),631.8000000000001,0.95,Anti-Air Guns,320.15
338,3211,Hyuuga,rare/elite,Sakura Empire,BB,6205.0,351.0,337.0,0.0,13.0,241.0,13.0,115.0,Heavy,23.0,0.0,0.0,0.0,1.75,BB Main Guns,614.25,2.0,DD/CL Main Guns (Seaplane on retrofit),702.0,0.95,Anti-Air Guns,320.15
